,MoviesId,Title,Genres
1763,1067,"Damsel in Distress, A (1937)",Musical
1764,1067,"Damsel in Distress, A (1937)",Romance
1765,1068,Crossfire (1947),Crime
1766,1068,Crossfire (1947),Film-Noir
1767,1069,"Murder, My Sweet (1944)",Film-Noir
1768,1069,"Murder, My Sweet (1944)",Thriller
1769,1070,Macao (1952),Adventure
1770,1071,For the Moment (1994),Romance
1771,1071,For the Moment (1994),War
1772,1073,Willy Wonka and the Chocolate Factory (1971),Adventure
1773,1073,Willy Wonka and the Chocolate Factory (1971),Children's
1774,1073,Willy Wonka and the Chocolate Factory (1971),Comedy
1775,1073,Willy Wonka and the Chocolate Factory (1971),Fantasy
1776,1075,"Sexual Life of the Belgians, The (1994)",Comedy
1777,1076,"Innocents, The (1961)",Thriller
1778,1077,Sleeper (1973),Comedy
1779,1077,Sleeper (1973),Sci-Fi
1780,1078,Bananas (1971),Comedy
1781,1078,Bananas (1971),War
1782,1079,"Fish Called Wanda, A (1988)",Comedy
1783,1080,Monty Python's Life of Brian (1979),Comedy
1784,1081,Victor/Victoria (1982),Comedy
1785,1081,Victor/Victoria (1982),Musical
1786,1082,"Candidate, The (1972)",Drama
1787,1083,"Great Race, The (1965)",Comedy
1788,1083,"Great Race, The (1965)",Musical
1789,1084,Bonnie and Clyde (1967),Crime
1790,1084,Bonnie and Clyde (1967),Drama
1791,1085,"Old Man and the Sea, The (1958)",Adventure
1792,1085,"Old Man and the Sea, The (1958)",Drama
1793,1086,Dial M for Murder (1954),Mystery
1794,1086,Dial M for Murder (1954),Thriller
1795,1087,Madame Butterfly (1995),Musical
1796,1088,Dirty Dancing (1987),Musical
1797,1088,Dirty Dancing (1987),Romance
1798,1089,Reservoir Dogs (1992),Crime
1799,1089,Reservoir Dogs (1992),Thriller
1800,1090,Platoon (1986),Drama
1801,1090,Platoon (1986),War
1802,1091,Weekend at Bernie's (1989),Comedy
1803,1092,Basic Instinct (1992),Mystery
1804,1092,Basic Instinct (1992),Thriller
1805,1093,"Doors, The (1991)",Drama
1806,1093,"Doors, The (1991)",Musical
1807,1094,"Crying Game, The (1992)",Drama
1808,1094,"Crying Game, The (1992)",Romance
1809,1094,"Crying Game, The (1992)",War
1810,1095,Glengarry Glen Ross (1992),Drama
1811,1096,Sophie's Choice (1982),Drama
1812,1097,E.T. the Extra-Terrestrial (1982),Children's
1813,1097,E.T. the Extra-Terrestrial (1982),Drama
1814,1097,E.T. the Extra-Terrestrial (1982),Fantasy
1815,1097,E.T. the Extra-Terrestrial (1982),Sci-Fi
1816,1098,"Search for One-eye Jimmy, The (1996)",Comedy
1817,1099,"Christmas Carol, A (1938)",Drama
1818,1100,Days of Thunder (1990),Action
1819,1100,Days of Thunder (1990),Romance
1820,1101,Top Gun (1986),Action
1821,1101,Top Gun (1986),Romance
1822,1102,American Strays (1996),Action
1823,1103,Rebel Without a Cause (1955),Drama
1824,1104,"Streetcar Named Desire, A (1951)",Drama
1825,1105,Children of the Corn IV: The Gathering (1996),Horror
1826,1106,"Leopard Son, The (1996)",Documentary
1827,1107,Loser (1991),Comedy
1828,1108,Prerokbe Ognja (1995),Documentary
1829,1109,Charm's Incidents (1996),Drama
1830,1110,Bird of Prey (1996),Action
1831,1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary
1832,1112,Palookaville (1996),Action
1833,1112,Palookaville (1996),Drama
1834,1113,"Associate, The (1996)",Comedy
1835,1114,"Funeral, The (1996)",Drama
1836,1115,Sleepover (1995),Comedy
1837,1115,Sleepover (1995),Drama
1838,1116,"Single Girl, A (La Fille Seule) (1995)",Drama
1839,1117,"Eighth Day, The (Le Huitième jour ) (1996)",Drama
1840,1118,Tashunga (1995),Adventure
1841,1118,Tashunga (1995),Western
1842,1119,Drunks (1997),Drama
1843,1120,"People vs. Larry Flynt, The (1996)",Drama
1844,1121,Glory Daze (1996),Drama
1845,1122,Plutonium Circus (1995),Documentary
1846,1123,"Perfect Candidate, A (1996)",Documentary
1847,1124,On Golden Pond (1981),Drama
1848,1125,"Return of the Pink Panther, The (1974)",Comedy
1849,1126,Drop Dead Fred (1991),Comedy
1850,1126,Drop Dead Fred (1991),Fantasy
1851,1127,"Abyss, The (1989)",Action
1852,1127,"Abyss, The (1989)",Adventure
1853,1127,"Abyss, The (1989)",Sci-Fi
1854,1127,"Abyss, The (1989)",Thriller
1855,1128,"Fog, The (1980)",Horror
1856,1129,Escape from New York (1981),Action
1857,1129,Escape from New York (1981),Adventure
1858,1129,Escape from New York (1981),Sci-Fi
1859,1129,Escape from New York (1981),Thriller
1860,1130,"Howling, The (1980)",Horror
1861,1131,Jean de Florette (1986),Drama
1862,1132,Manon of the Spring (Manon des sources) (1986),Drama
1863,1133,Talking About Sex (1994),Comedy
1864,1133,Talking About Sex (1994),Drama
1865,1134,Johnny 100 Pesos (1993),Action
1866,1134,Johnny 100 Pesos (1993),Drama
1867,1135,Private Benjamin (1980),Comedy
1868,1136,Monty Python and the Holy Grail (1974),Comedy
1869,1137,Hustler White (1996),Romance
1870,1138,Dadetown (1995),Documentary
1871,1139,Everything Relative (1996),Drama
1872,1140,Entertaining Angels: The Dorothy Day Story (1996),Drama
1873,1141,Hoogste tijd (1995),Drama
1874,1142,Get Over It (1996),Drama
1875,1143,Three Lives and Only One Death (1996),Comedy
1876,1144,"Line King: Al Hirschfeld, The (1996)",Documentary
1877,1145,Snowriders (1996),Documentary
1878,1146,Curtis's Charm (1995),Comedy
1879,1146,Curtis's Charm (1995),Drama
1880,1147,When We Were Kings (1996),Documentary
1881,1148,"Wrong Trousers, The (1993)",Animation
1882,1148,"Wrong Trousers, The (1993)",Comedy
1883,1149,JLG/JLG - autoportrait de décembre (1994),Documentary
1884,1149,JLG/JLG - autoportrait de décembre (1994),Drama
1885,1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama
1886,1151,Faust (1994),Animation
1887,1151,Faust (1994),Comedy
1888,1151,Faust (1994),Thriller
1889,1152,He Walked by Night (1948),Crime
1890,1152,He Walked by Night (1948),Film-Noir
1891,1152,He Walked by Night (1948),Thriller
1892,1153,Raw Deal (1948),Film-Noir
1893,1154,T-Men (1947),Film-Noir
1894,1155,"Invitation, The (Zaproszenie) (1986)",Drama
1895,1156,"Children Are Watching us, The (Bambini ci guardano, I) (1942)",Drama
1896,1157,"Symphonie pastorale, La (1946)",Drama
1897,1158,Here Comes Cookie (1935),Comedy
1898,1159,Love in Bloom (1935),Romance
1899,1160,Six of a Kind (1934),Comedy
1900,1161,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama
1901,1162,"Ruling Class, The (1972)",Comedy
1902,1163,Mina Tannenbaum (1994),Drama
1903,1164,Two or Three Things I Know About Her (1966),Drama
1904,1165,"Bloody Child, The (1996)",Drama
1905,1165,"Bloody Child, The (1996)",Thriller
1906,1166,Farmer & Chase (1995),Comedy
1907,1167,Dear God (1996),Comedy
1908,1168,Bad Moon (1996),Horror
1909,1169,American Dream (1990),Documentary
1910,1170,Best of the Best 3: No Turning Back (1995),Action
1911,1171,Bob Roberts (1992),Comedy
1912,1172,Cinema Paradiso (1988),Comedy
1913,1172,Cinema Paradiso (1988),Drama
1914,1172,Cinema Paradiso (1988),Romance
1915,1173,"Cook the Thief His Wife & Her Lover, The (1989)",Drama
1916,1174,Grosse Fatigue (1994),Comedy
1917,1175,Delicatessen (1991),Comedy
1918,1175,Delicatessen (1991),Sci-Fi
1919,1176,"Double Life of Veronique, The (La Double Vie de Véronique) (1991)",Drama
1920,1177,Enchanted April (1991),Drama
1921,1178,Paths of Glory (1957),Drama
1922,1178,Paths of Glory (1957),War
1923,1179,"Grifters, The (1990)",Crime
1924,1179,"Grifters, The (1990)",Drama
1925,1179,"Grifters, The (1990)",Film-Noir
1926,1180,Hear My Song (1991),Comedy
1927,1181,"Shooter, The (1995)",Action
1928,1183,"English Patient, The (1996)",Drama
1929,1183,"English Patient, The (1996)",Romance
1930,1183,"English Patient, The (1996)",War
1931,1184,Mediterraneo (1991),Comedy
1932,1184,Mediterraneo (1991),War
1933,1185,My Left Foot (1989),Drama
1934,1186,"Sex, Lies, and Videotape (1989)",Drama
1935,1187,Passion Fish (1992),Drama
1936,1188,Strictly Ballroom (1992),Comedy
1937,1188,Strictly Ballroom (1992),Romance
1938,1189,"Thin Blue Line, The (1988)",Documentary
1939,1190,Tie Me Up! Tie Me Down! (1990),Drama
1940,1191,Madonna: Truth or Dare (1991),Documentary
1941,1192,Paris Is Burning (1990),Documentary
1942,1193,One Flew Over the Cuckoo's Nest (1975),Drama
1943,1194,Up in Smoke (1978),Comedy
1944,1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action
1945,1196,Star Wars: Episode V - The Empire Strikes Back (1980),Adventure
1946,1196,Star Wars: Episode V - The Empire Strikes Back (1980),Drama
1947,1196,Star Wars: Episode V - The Empire Strikes Back (1980),Sci-Fi
1948,1196,Star Wars: Episode V - The Empire Strikes Back (1980),War
1949,1197,"Princess Bride, The (1987)",Action
1950,1197,"Princess Bride, The (1987)",Adventure
1951,1197,"Princess Bride, The (1987)",Comedy
1952,1197,"Princess Bride, The (1987)",Romance
1953,1198,Raiders of the Lost Ark (1981),Action
1954,1198,Raiders of the Lost Ark (1981),Adventure
1955,1199,Brazil (1985),Sci-Fi
1956,1200,Aliens (1986),Action
1957,1200,Aliens (1986),Sci-Fi
1958,1200,Aliens (1986),Thriller
1959,1200,Aliens (1986),War
1960,1201,"Good, The Bad and The Ugly, The (1966)",Action
1961,1201,"Good, The Bad and The Ugly, The (1966)",Western
1962,1202,Withnail and I (1987),Comedy
1963,1203,12 Angry Men (1957),Drama
1964,1204,Lawrence of Arabia (1962),Adventure
1965,1204,Lawrence of Arabia (1962),War
1966,1205,"Transformers: The Movie, The (1986)",Action
1967,1205,"Transformers: The Movie, The (1986)",Animation
1968,1205,"Transformers: The Movie, The (1986)",Children's
1969,1205,"Transformers: The Movie, The (1986)",Sci-Fi
1970,1205,"Transformers: The Movie, The (1986)",Thriller
1971,1205,"Transformers: The Movie, The (1986)",War
1972,1206,"Clockwork Orange, A (1971)",Sci-Fi
1973,1207,To Kill a Mockingbird (1962),Drama
1974,1208,Apocalypse Now (1979),Drama
1975,1208,Apocalypse Now (1979),War
1976,1209,Once Upon a Time in the West (1969),Western
1977,1210,Star Wars: Episode VI - Return of the Jedi (1983),Action
1978,1210,Star Wars: Episode VI - Return of the Jedi (1983),Adventure
1979,1210,Star Wars: Episode VI - Return of the Jedi (1983),Romance
1980,1210,Star Wars: Episode VI - Return of the Jedi (1983),Sci-Fi
1981,1210,Star Wars: Episode VI - Return of the Jedi (1983),War
1982,1211,Wings of Desire (Der Himmel über Berlin) (1987),Comedy
1983,1211,Wings of Desire (Der Himmel über Berlin) (1987),Drama
1984,1211,Wings of Desire (Der Himmel über Berlin) (1987),Romance
1985,1212,"Third Man, The (1949)",Mystery
1986,1212,"Third Man, The (1949)",Thriller
1987,1213,GoodFellas (1990),Crime
1988,1213,GoodFellas (1990),Drama
1989,1214,Alien (1979),Action
1990,1214,Alien (1979),Horror
1991,1214,Alien (1979),Sci-Fi
1992,1214,Alien (1979),Thriller
1993,1215,Army of Darkness (1993),Action
1994,1215,Army of Darkness (1993),Adventure
1995,1215,Army of Darkness (1993),Comedy
1996,1215,Army of Darkness (1993),Horror
1997,1215,Army of Darkness (1993),Sci-Fi
1998,1216,"Big Blue, The (Le Grand Bleu) (1988)",Adventure
1999,1216,"Big Blue, The (Le Grand Bleu) (1988)",Romance
2000,1217,Ran (1985),Drama
2001,1217,Ran (1985),War
2002,1218,"Killer, The (Die xue shuang xiong) (1989)",Action
2003,1218,"Killer, The (Die xue shuang xiong) (1989)",Thriller
2004,1219,Psycho (1960),Horror
2005,1219,Psycho (1960),Thriller
2006,1220,"Blues Brothers, The (1980)",Action
2007,1220,"Blues Brothers, The (1980)",Comedy
2008,1220,"Blues Brothers, The (1980)",Musical
2009,1221,"Godfather: Part II, The (1974)",Action
2010,1221,"Godfather: Part II, The (1974)",Crime
2011,1221,"Godfather: Part II, The (1974)",Drama
2012,1222,Full Metal Jacket (1987),Action
2013,1222,Full Metal Jacket (1987),Drama
2014,1222,Full Metal Jacket (1987),War
2015,1223,"Grand Day Out, A (1992)",Animation
2016,1223,"Grand Day Out, A (1992)",Comedy
2017,1224,Henry V (1989),Drama
2018,1224,Henry V (1989),War
2019,1225,Amadeus (1984),Drama
2020,1226,"Quiet Man, The (1952)",Comedy
2021,1226,"Quiet Man, The (1952)",Romance
2022,1227,Once Upon a Time in America (1984),Crime
2023,1227,Once Upon a Time in America (1984),Drama
2024,1227,Once Upon a Time in America (1984),Thriller
2025,1228,Raging Bull (1980),Drama
2026,1230,Annie Hall (1977),Comedy
2027,1230,Annie Hall (1977),Romance
2028,1231,"Right Stuff, The (1983)",Drama
2029,1232,Stalker (1979),Mystery
2030,1232,Stalker (1979),Sci-Fi
2031,1233,"Boat, The (Das Boot) (1981)",Action
2032,1233,"Boat, The (Das Boot) (1981)",Drama
2033,1233,"Boat, The (Das Boot) (1981)",War
2034,1234,"Sting, The (1973)",Comedy
2035,1234,"Sting, The (1973)",Crime
2036,1235,Harold and Maude (1971),Comedy
2037,1236,Trust (1990),Comedy
2038,1236,Trust (1990),Drama
2039,1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama
2040,1238,Local Hero (1983),Comedy
2041,1240,"Terminator, The (1984)",Action
2042,1240,"Terminator, The (1984)",Sci-Fi
2043,1240,"Terminator, The (1984)",Thriller
2044,1241,Braindead (1992),Comedy
2045,1241,Braindead (1992),Horror
2046,1242,Glory (1989),Action
2047,1242,Glory (1989),Drama
2048,1242,Glory (1989),War
2049,1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy
2050,1243,Rosencrantz and Guildenstern Are Dead (1990),Drama
2051,1244,Manhattan (1979),Comedy
2052,1244,Manhattan (1979),Drama
2053,1244,Manhattan (1979),Romance
2054,1245,Miller's Crossing (1990),Drama
2055,1246,Dead Poets Society (1989),Drama
2056,1247,"Graduate, The (1967)",Drama
2057,1247,"Graduate, The (1967)",Romance
2058,1248,Touch of Evil (1958),Crime
2059,1248,Touch of Evil (1958),Film-Noir
2060,1248,Touch of Evil (1958),Thriller
2061,1249,Nikita (La Femme Nikita) (1990),Thriller
2062,1250,"Bridge on the River Kwai, The (1957)",Drama
2063,1250,"Bridge on the River Kwai, The (1957)",War
2064,1251,8 1/2 (1963),Drama
2065,1252,Chinatown (1974),Film-Noir
2066,1252,Chinatown (1974),Mystery
2067,1252,Chinatown (1974),Thriller
2068,1253,"Day the Earth Stood Still, The (1951)",Drama
2069,1253,"Day the Earth Stood Still, The (1951)",Sci-Fi
2070,1254,"Treasure of the Sierra Madre, The (1948)",Adventure
2071,1255,Bad Taste (1987),Comedy
2072,1255,Bad Taste (1987),Horror
2073,1256,Duck Soup (1933),Comedy
2074,1256,Duck Soup (1933),War
2075,1257,Better Off Dead... (1985),Comedy
2076,1258,"Shining, The (1980)",Horror
2077,1259,Stand by Me (1986),Adventure
2078,1259,Stand by Me (1986),Comedy
2079,1259,Stand by Me (1986),Drama
2080,1260,M (1931),Crime
2081,1260,M (1931),Film-Noir
2082,1260,M (1931),Thriller
2083,1261,Evil Dead II (Dead By Dawn) (1987),Action
2084,1261,Evil Dead II (Dead By Dawn) (1987),Adventure
2085,1261,Evil Dead II (Dead By Dawn) (1987),Comedy
2086,1261,Evil Dead II (Dead By Dawn) (1987),Horror
2087,1262,"Great Escape, The (1963)",Adventure
2088,1262,"Great Escape, The (1963)",War
2089,1263,"Deer Hunter, The (1978)",Drama
2090,1263,"Deer Hunter, The (1978)",War
2091,1264,Diva (1981),Action
2092,1264,Diva (1981),Drama
2093,1264,Diva (1981),Mystery
2094,1264,Diva (1981),Romance
2095,1264,Diva (1981),Thriller
2096,1265,Groundhog Day (1993),Comedy
2097,1265,Groundhog Day (1993),Romance
2098,1266,Unforgiven (1992),Western
2099,1267,"Manchurian Candidate, The (1962)",Film-Noir
2100,1267,"Manchurian Candidate, The (1962)",Thriller
2101,1268,Pump Up the Volume (1990),Drama
2102,1269,Arsenic and Old Lace (1944),Comedy
2103,1269,Arsenic and Old Lace (1944),Mystery
2104,1269,Arsenic and Old Lace (1944),Thriller
2105,1270,Back to the Future (1985),Comedy
2106,1270,Back to the Future (1985),Sci-Fi
2107,1271,Fried Green Tomatoes (1991),Drama
2108,1272,Patton (1970),Drama
2109,1272,Patton (1970),War
2110,1273,Down by Law (1986),Comedy
2111,1273,Down by Law (1986),Drama
2112,1274,Akira (1988),Adventure
2113,1274,Akira (1988),Animation
2114,1274,Akira (1988),Sci-Fi
2115,1274,Akira (1988),Thriller
2116,1275,Highlander (1986),Action
2117,1275,Highlander (1986),Adventure
2118,1276,Cool Hand Luke (1967),Comedy
2119,1276,Cool Hand Luke (1967),Drama
2120,1277,Cyrano de Bergerac (1990),Action
2121,1277,Cyrano de Bergerac (1990),Drama
2122,1277,Cyrano de Bergerac (1990),Romance
2123,1278,Young Frankenstein (1974),Comedy
2124,1278,Young Frankenstein (1974),Horror
2125,1279,Night on Earth (1991),Comedy
2126,1279,Night on Earth (1991),Drama
2127,1280,Raise the Red Lantern (1991),Drama
2128,1281,"Great Dictator, The (1940)",Comedy
2129,1282,Fantasia (1940),Animation
2130,1282,Fantasia (1940),Children's
2131,1282,Fantasia (1940),Musical
2132,1283,High Noon (1952),Western
2133,1284,"Big Sleep, The (1946)",Film-Noir
2134,1284,"Big Sleep, The (1946)",Mystery
2135,1285,Heathers (1989),Comedy
2136,1286,Somewhere in Time (1980),Drama
2137,1286,Somewhere in Time (1980),Romance
2138,1287,Ben-Hur (1959),Action
2139,1287,Ben-Hur (1959),Adventure
2140,1287,Ben-Hur (1959),Drama
2141,1288,This Is Spinal Tap (1984),Comedy
2142,1288,This Is Spinal Tap (1984),Drama
2143,1288,This Is Spinal Tap (1984),Musical
2144,1289,Koyaanisqatsi (1983),Documentary
2145,1289,Koyaanisqatsi (1983),War
2146,1290,Some Kind of Wonderful (1987),Drama
2147,1290,Some Kind of Wonderful (1987),Romance
2148,1291,Indiana Jones and the Last Crusade (1989),Action
2149,1291,Indiana Jones and the Last Crusade (1989),Adventure
2150,1292,Being There (1979),Comedy
2151,1293,Gandhi (1982),Drama
2152,1294,M*A*S*H (1970),Comedy
2153,1294,M*A*S*H (1970),War
2154,1295,"Unbearable Lightness of Being, The (1988)",Drama
2155,1296,"Room with a View, A (1986)",Drama
2156,1296,"Room with a View, A (1986)",Romance
2157,1297,Real Genius (1985),Comedy
2158,1298,Pink Floyd - The Wall (1982),Drama
2159,1298,Pink Floyd - The Wall (1982),Musical
2160,1298,Pink Floyd - The Wall (1982),War
2161,1299,"Killing Fields, The (1984)",Drama
2162,1299,"Killing Fields, The (1984)",War
2163,1300,My Life as a Dog (Mitt liv som hund) (1985),Drama
2164,1301,Forbidden Planet (1956),Sci-Fi
2165,1302,Field of Dreams (1989),Drama
2166,1303,"Man Who Would Be King, The (1975)",Adventure
2167,1304,Butch Cassidy and the Sundance Kid (1969),Action
2168,1304,Butch Cassidy and the Sundance Kid (1969),Comedy
2169,1304,Butch Cassidy and the Sundance Kid (1969),Western
2170,1305,"Paris, Texas (1984)",Drama
2171,1306,Until the End of the World (Bis ans Ende der Welt) (1991),Drama
2172,1306,Until the End of the World (Bis ans Ende der Welt) (1991),Sci-Fi
2173,1307,When Harry Met Sally... (1989),Comedy
2174,1307,When Harry Met Sally... (1989),Romance
2175,1308,I Shot a Man in Vegas (1995),Comedy
2176,1309,Parallel Sons (1995),Drama
2177,1309,Parallel Sons (1995),Romance
2178,1310,Hype! (1996),Documentary
2179,1311,Santa with Muscles (1996),Comedy
2180,1312,Female Perversions (1996),Drama
2181,1313,Mad Dog Time (1996),Crime
2182,1314,Breathing Room (1996),Romance
2183,1315,Paris Was a Woman (1995),Documentary
2184,1316,Anna (1996),Drama
2185,1317,I'm Not Rappaport (1996),Comedy
2186,1318,Blue Juice (1995),Comedy
2187,1318,Blue Juice (1995),Drama
2188,1319,Kids of Survival (1993),Documentary
2189,1320,Alien³ (1992),Action
2190,1320,Alien³ (1992),Horror
2191,1320,Alien³ (1992),Sci-Fi
2192,1320,Alien³ (1992),Thriller
2193,1321,"American Werewolf in London, An (1981)",Horror
2194,1322,Amityville 1992: It's About Time (1992),Horror
2195,1323,Amityville 3-D (1983),Horror
2196,1324,Amityville: Dollhouse (1996),Horror
2197,1325,Amityville: A New Generation (1993),Horror
2198,1326,Amityville II: The Possession (1982),Horror
2199,1327,"Amityville Horror, The (1979)",Horror
2200,1328,"Amityville Curse, The (1990)",Horror
2201,1329,Blood For Dracula (Andy Warhol's Dracula) (1974),Horror
2202,1330,April Fool's Day (1986),Comedy
2203,1330,April Fool's Day (1986),Horror
2204,1331,Audrey Rose (1977),Horror
2205,1332,"Believers, The (1987)",Horror
2206,1332,"Believers, The (1987)",Thriller
2207,1333,"Birds, The (1963)",Horror
2208,1334,"Blob, The (1958)",Horror
2209,1334,"Blob, The (1958)",Sci-Fi
2210,1335,Blood Beach (1981),Action
2211,1335,Blood Beach (1981),Horror
2212,1336,Body Parts (1991),Horror
2213,1337,"Body Snatcher, The (1945)",Horror
2214,1339,Bram Stoker's Dracula (1992),Horror
2215,1339,Bram Stoker's Dracula (1992),Romance
2216,1340,Bride of Frankenstein (1935),Horror
2217,1341,Burnt Offerings (1976),Horror
2218,1342,Candyman (1992),Horror
2219,1343,Cape Fear (1991),Thriller
2220,1344,Cape Fear (1962),Film-Noir
2221,1344,Cape Fear (1962),Thriller
2222,1345,Carrie (1976),Horror
2223,1346,Cat People (1982),Horror
2224,1347,"Nightmare on Elm Street, A (1984)",Horror
2225,1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror
2226,1349,Nosferatu a Venezia (1986),Horror
2227,1350,"Omen, The (1976)",Horror
2228,1351,Blood & Wine (1997),Drama
2229,1352,Albino Alligator (1996),Crime
2230,1352,Albino Alligator (1996),Thriller
2231,1353,"Mirror Has Two Faces, The (1996)",Comedy
2232,1353,"Mirror Has Two Faces, The (1996)",Romance
2233,1354,Breaking the Waves (1996),Drama
2234,1355,Nightwatch (1997),Horror
2235,1355,Nightwatch (1997),Thriller
2236,1356,Star Trek: First Contact (1996),Action
2237,1356,Star Trek: First Contact (1996),Adventure
2238,1356,Star Trek: First Contact (1996),Sci-Fi
2239,1357,Shine (1996),Drama
2240,1357,Shine (1996),Romance
2241,1358,Sling Blade (1996),Drama
2242,1358,Sling Blade (1996),Thriller
2243,1359,Jingle All the Way (1996),Adventure
2244,1359,Jingle All the Way (1996),Children's
2245,1359,Jingle All the Way (1996),Comedy
2246,1360,Identification of a Woman (Identificazione di una donna) (1982),Drama
2247,1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary
2248,1362,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",Drama
2249,1363,"Preacher's Wife, The (1996)",Drama
2250,1364,Zero Kelvin (Kjærlighetens kjøtere) (1995),Action
2251,1365,Ridicule (1996),Drama
2252,1366,"Crucible, The (1996)",Drama
2253,1367,101 Dalmatians (1996),Children's
2254,1367,101 Dalmatians (1996),Comedy
2255,1368,"Forbidden Christ, The (Cristo proibito, Il) (1950)",Drama
2256,1369,I Can't Sleep (J'ai pas sommeil) (1994),Drama
2257,1369,I Can't Sleep (J'ai pas sommeil) (1994),Thriller
2258,1370,Die Hard 2 (1990),Action
2259,1370,Die Hard 2 (1990),Thriller
2260,1371,Star Trek: The Motion Picture (1979),Action
2261,1371,Star Trek: The Motion Picture (1979),Adventure
2262,1371,Star Trek: The Motion Picture (1979),Sci-Fi
2263,1372,Star Trek VI: The Undiscovered Country (1991),Action
2264,1372,Star Trek VI: The Undiscovered Country (1991),Adventure
2265,1372,Star Trek VI: The Undiscovered Country (1991),Sci-Fi
2266,1373,Star Trek V: The Final Frontier (1989),Action
2267,1373,Star Trek V: The Final Frontier (1989),Adventure
2268,1373,Star Trek V: The Final Frontier (1989),Sci-Fi
2269,1374,Star Trek: The Wrath of Khan (1982),Action
2270,1374,Star Trek: The Wrath of Khan (1982),Adventure
2271,1374,Star Trek: The Wrath of Khan (1982),Sci-Fi
2272,1375,Star Trek III: The Search for Spock (1984),Action
2273,1375,Star Trek III: The Search for Spock (1984),Adventure
2274,1375,Star Trek III: The Search for Spock (1984),Sci-Fi
2275,1376,Star Trek IV: The Voyage Home (1986),Action
2276,1376,Star Trek IV: The Voyage Home (1986),Adventure
2277,1376,Star Trek IV: The Voyage Home (1986),Sci-Fi
2278,1377,Batman Returns (1992),Action
2279,1377,Batman Returns (1992),Adventure
2280,1377,Batman Returns (1992),Comedy
2281,1377,Batman Returns (1992),Crime
2282,1378,Young Guns (1988),Action
2283,1378,Young Guns (1988),Comedy
2284,1378,Young Guns (1988),Western
2285,1379,Young Guns II (1990),Action
2286,1379,Young Guns II (1990),Comedy
2287,1379,Young Guns II (1990),Western
2288,1380,Grease (1978),Comedy
2289,1380,Grease (1978),Musical
2290,1380,Grease (1978),Romance
2291,1381,Grease 2 (1982),Comedy
2292,1381,Grease 2 (1982),Musical
2293,1381,Grease 2 (1982),Romance
2294,1382,Marked for Death (1990),Action
2295,1382,Marked for Death (1990),Drama
2296,1383,Adrenalin: Fear the Rush (1996),Action
2297,1383,Adrenalin: Fear the Rush (1996),Sci-Fi
2298,1384,"Substance of Fire, The (1996)",Drama
2299,1385,Under Siege (1992),Action
2300,1386,Terror in a Texas Town (1958),Western
2301,1387,Jaws (1975),Action
2302,1387,Jaws (1975),Horror
2303,1388,Jaws 2 (1978),Action
2304,1388,Jaws 2 (1978),Horror
2305,1389,Jaws 3-D (1983),Action
2306,1389,Jaws 3-D (1983),Horror
2307,1390,My Fellow Americans (1996),Comedy
2308,1391,Mars Attacks! (1996),Action
2309,1391,Mars Attacks! (1996),Comedy
2310,1391,Mars Attacks! (1996),Sci-Fi
2311,1391,Mars Attacks! (1996),War
2312,1392,Citizen Ruth (1996),Comedy
2313,1392,Citizen Ruth (1996),Drama
2314,1393,Jerry Maguire (1996),Drama
2315,1393,Jerry Maguire (1996),Romance
2316,1394,Raising Arizona (1987),Comedy
2317,1395,Tin Men (1987),Comedy
2318,1395,Tin Men (1987),Drama
2319,1396,Sneakers (1992),Crime
2320,1396,Sneakers (1992),Drama
2321,1396,Sneakers (1992),Sci-Fi
2322,1397,Bastard Out of Carolina (1996),Drama
2323,1398,In Love and War (1996),Romance
2324,1398,In Love and War (1996),War
2325,1399,Marvin's Room (1996),Drama
2326,1400,Somebody is Waiting (1996),Drama
2327,1401,Ghosts of Mississippi (1996),Drama
2328,1404,Night Falls on Manhattan (1997),Crime
2329,1404,Night Falls on Manhattan (1997),Drama
2330,1405,Beavis and Butt-head Do America (1996),Animation
2331,1405,Beavis and Butt-head Do America (1996),Comedy
2332,1406,"Cérémonie, La (1995)",Drama
2333,1407,Scream (1996),Horror
2334,1407,Scream (1996),Thriller
2335,1408,"Last of the Mohicans, The (1992)",Action
2336,1408,"Last of the Mohicans, The (1992)",Romance
2337,1408,"Last of the Mohicans, The (1992)",War
2338,1409,Michael (1996),Comedy
2339,1409,Michael (1996),Romance
2340,1410,"Evening Star, The (1996)",Comedy
2341,1410,"Evening Star, The (1996)",Drama
2342,1411,Hamlet (1996),Drama
2343,1412,Some Mother's Son (1996),Drama
2344,1413,"Whole Wide World, The (1996)",Drama
2345,1414,Mother (1996),Comedy
2346,1415,"Thieves (Voleurs, Les) (1996)",Crime
2347,1415,"Thieves (Voleurs, Les) (1996)",Drama
2348,1415,"Thieves (Voleurs, Les) (1996)",Romance
2349,1416,Evita (1996),Drama
2350,1416,Evita (1996),Musical
