MoviesId,Title,Genres
939,reluctant debutante the  ,Comedy
939,reluctant debutante the  ,Drama
940,adventures of robin hood the  ,Action
940,adventures of robin hood the  ,Adventure
941,mark of zorro the  ,Adventure
942,laura  ,Crime
942,laura  ,Film-Noir
942,laura  ,Mystery
943,ghost and mrs muir the  ,Drama
943,ghost and mrs muir the  ,Romance
944,lost horizon  ,Drama
945,top hat  ,Comedy
945,top hat  ,Musical
945,top hat  ,Romance
946,to be or not to be  ,Comedy
946,to be or not to be  ,Drama
946,to be or not to be  ,War
947,my man godfrey  ,Comedy
948,giant  ,Drama
949,east of eden  ,Drama
950,thin man the  ,Mystery
951,his girl friday  ,Comedy
952,around the world in  days  ,Adventure
952,around the world in  days  ,Comedy
953,its a wonderful life  ,Drama
954,mr smith goes to washington  ,Drama
955,bringing up baby  ,Comedy
956,penny serenade  ,Drama
956,penny serenade  ,Romance
957,scarlet letter the  ,Drama
958,lady of burlesque  ,Comedy
958,lady of burlesque  ,Mystery
959,of human bondage  ,Drama
960,angel on my shoulder  ,Crime
960,angel on my shoulder  ,Drama
961,little lord fauntleroy  ,Drama
962,they made me a criminal  ,Crime
962,they made me a criminal  ,Drama
963,inspector general the  ,Musical
964,angel and the badman  ,Western
965, steps the  ,Thriller
966,walk in the sun a  ,Drama
967,outlaw the  ,Western
968,night of the living dead  ,Horror
968,night of the living dead  ,Sci-Fi
969,african queen the  ,Action
969,african queen the  ,Adventure
969,african queen the  ,Romance
969,african queen the  ,War
970,beat the devil  ,Comedy
970,beat the devil  ,Drama
971,cat on a hot tin roof  ,Drama
972,last time i saw paris the  ,Drama
973,meet john doe  ,Drama
974,algiers  ,Drama
974,algiers  ,Romance
975,something to sing about  ,Comedy
975,something to sing about  ,Musical
976,farewell to arms a  ,Romance
976,farewell to arms a  ,War
977,moonlight murder  ,Mystery
978,blue angel the blaue engel der  ,Drama
979,nothing personal  ,Drama
979,nothing personal  ,War
980,in the line of duty   ,Action
981,dangerous ground  ,Drama
982,picnic  ,Drama
983,madagascar skin  ,Romance
984,pompatus of love the  ,Comedy
984,pompatus of love the  ,Drama
985,small wonders  ,Documentary
986,fly away home  ,Adventure
986,fly away home  ,Children's
987,bliss  ,Drama
987,bliss  ,Romance
988,grace of my heart  ,Comedy
988,grace of my heart  ,Drama
989,schlafes bruder brother of sleep  ,Drama
990,maximum risk  ,Action
990,maximum risk  ,Adventure
990,maximum risk  ,Thriller
991,michael collins  ,Drama
991,michael collins  ,War
992,rich mans wife the  ,Thriller
993,infinity  ,Drama
994,big night  ,Drama
996,last man standing  ,Action
996,last man standing  ,Drama
996,last man standing  ,Western
997,caught  ,Drama
997,caught  ,Thriller
998,set it off  ,Action
998,set it off  ,Crime
999, days in the valley  ,Crime
1000,curdled  ,Crime
1001,associate the lassocie ,Comedy
1002,eds next move  ,Comedy
1003,extreme measures  ,Drama
1003,extreme measures  ,Thriller
1004,glimmer man the  ,Action
1004,glimmer man the  ,Thriller
1005,d the mighty ducks  ,Children's
1005,d the mighty ducks  ,Comedy
1006,chamber the  ,Drama
1007,apple dumpling gang the  ,Children's
1007,apple dumpling gang the  ,Comedy
1007,apple dumpling gang the  ,Western
1008,davy crockett king of the wild frontier  ,Western
1009,escape to witch mountain  ,Adventure
1009,escape to witch mountain  ,Children's
1009,escape to witch mountain  ,Fantasy
1010,love bug the  ,Children's
1010,love bug the  ,Comedy
1011,herbie rides again  ,Adventure
1011,herbie rides again  ,Children's
1011,herbie rides again  ,Comedy
1012,old yeller  ,Children's
1012,old yeller  ,Drama
1013,parent trap the  ,Children's
1013,parent trap the  ,Drama
1014,pollyanna  ,Children's
1014,pollyanna  ,Comedy
1014,pollyanna  ,Drama
1015,homeward bound the incredible journey  ,Adventure
1015,homeward bound the incredible journey  ,Children's
1016,shaggy dog the  ,Children's
1016,shaggy dog the  ,Comedy
1017,swiss family robinson  ,Adventure
1017,swiss family robinson  ,Children's
1018,that darn cat  ,Children's
1018,that darn cat  ,Comedy
1018,that darn cat  ,Mystery
1019, leagues under the sea  ,Adventure
1019, leagues under the sea  ,Children's
1019, leagues under the sea  ,Fantasy
1019, leagues under the sea  ,Sci-Fi
1020,cool runnings  ,Comedy
1021,angels in the outfield  ,Children's
1021,angels in the outfield  ,Comedy
1022,cinderella  ,Animation
1022,cinderella  ,Children's
1022,cinderella  ,Musical
1023,winnie the pooh and the blustery day  ,Animation
1023,winnie the pooh and the blustery day  ,Children's
1024,three caballeros the  ,Animation
1024,three caballeros the  ,Children's
1024,three caballeros the  ,Musical
1025,sword in the stone the  ,Animation
1025,sword in the stone the  ,Children's
1026,so dear to my heart  ,Children's
1026,so dear to my heart  ,Drama
1027,robin hood prince of thieves  ,Drama
1028,mary poppins  ,Children's
1028,mary poppins  ,Comedy
1028,mary poppins  ,Musical
1029,dumbo  ,Animation
1029,dumbo  ,Children's
1029,dumbo  ,Musical
1030,petes dragon  ,Adventure
1030,petes dragon  ,Animation
1030,petes dragon  ,Children's
1030,petes dragon  ,Musical
1031,bedknobs and broomsticks  ,Adventure
1031,bedknobs and broomsticks  ,Children's
1031,bedknobs and broomsticks  ,Musical
1032,alice in wonderland  ,Animation
1032,alice in wonderland  ,Children's
1032,alice in wonderland  ,Musical
1033,fox and the hound the  ,Animation
1033,fox and the hound the  ,Children's
1034,freeway  ,Crime
1035,sound of music the  ,Musical
1036,die hard  ,Action
1036,die hard  ,Thriller
1037,lawnmower man the  ,Action
1037,lawnmower man the  ,Sci-Fi
1037,lawnmower man the  ,Thriller
1038,unhook the stars  ,Drama
1039,synthetic pleasures  ,Documentary
1040,secret agent the  ,Drama
1041,secrets  lies  ,Drama
1042,that thing you do  ,Comedy
1043,to gillian on her th birthday  ,Drama
1043,to gillian on her th birthday  ,Romance
1044,surviving picasso  ,Drama
1045,love is all there is  ,Comedy
1045,love is all there is  ,Drama
1046,beautiful thing  ,Drama
1046,beautiful thing  ,Romance
1047,long kiss goodnight the  ,Action
1047,long kiss goodnight the  ,Thriller
1049,ghost and the darkness the  ,Action
1049,ghost and the darkness the  ,Adventure
1050,looking for richard  ,Documentary
1050,looking for richard  ,Drama
1051,trees lounge  ,Drama
1052,proprietor the  ,Drama
1053,normal life  ,Crime
1053,normal life  ,Drama
1054,get on the bus  ,Drama
1055,shadow conspiracy  ,Thriller
1056,jude  ,Drama
1057,everyone says i love you  ,Comedy
1057,everyone says i love you  ,Musical
1057,everyone says i love you  ,Romance
1058,bitter sugar azucar amargo  ,Drama
1059,william shakespeares romeo and juliet  ,Drama
1059,william shakespeares romeo and juliet  ,Romance
1060,swingers  ,Comedy
1060,swingers  ,Drama
1061,sleepers  ,Crime
1061,sleepers  ,Drama
1062,sunchaser the  ,Drama
1063,johns  ,Drama
1064,aladdin and the king of thieves  ,Animation
1064,aladdin and the king of thieves  ,Children's
1064,aladdin and the king of thieves  ,Comedy
1065,woman in question the  ,Mystery
1066,shall we dance  ,Comedy
1066,shall we dance  ,Musical
1066,shall we dance  ,Romance
1067,damsel in distress a  ,Comedy
1067,damsel in distress a  ,Musical
1067,damsel in distress a  ,Romance
1068,crossfire  ,Crime
1068,crossfire  ,Film-Noir
1069,murder my sweet  ,Film-Noir
1069,murder my sweet  ,Thriller
1070,macao  ,Adventure
1071,for the moment  ,Romance
1071,for the moment  ,War
1073,willy wonka and the chocolate factory  ,Adventure
1073,willy wonka and the chocolate factory  ,Children's
1073,willy wonka and the chocolate factory  ,Comedy
1073,willy wonka and the chocolate factory  ,Fantasy
1075,sexual life of the belgians the  ,Comedy
1076,innocents the  ,Thriller
1077,sleeper  ,Comedy
1077,sleeper  ,Sci-Fi
1078,bananas  ,Comedy
1078,bananas  ,War
1079,fish called wanda a  ,Comedy
1080,monty pythons life of brian  ,Comedy
1081,victorvictoria  ,Comedy
1081,victorvictoria  ,Musical
1082,candidate the  ,Drama
1083,great race the  ,Comedy
1083,great race the  ,Musical
1084,bonnie and clyde  ,Crime
1084,bonnie and clyde  ,Drama
1085,old man and the sea the  ,Adventure
1085,old man and the sea the  ,Drama
1086,dial m for murder  ,Mystery
1086,dial m for murder  ,Thriller
1087,madame butterfly  ,Musical
1088,dirty dancing  ,Musical
1088,dirty dancing  ,Romance
1089,reservoir dogs  ,Crime
1089,reservoir dogs  ,Thriller
1090,platoon  ,Drama
1090,platoon  ,War
1091,weekend at bernies  ,Comedy
1092,basic instinct  ,Mystery
1092,basic instinct  ,Thriller
1093,doors the  ,Drama
1093,doors the  ,Musical
1094,crying game the  ,Drama
1094,crying game the  ,Romance
1094,crying game the  ,War
1095,glengarry glen ross  ,Drama
1096,sophies choice  ,Drama
1097,et the extraterrestrial  ,Children's
1097,et the extraterrestrial  ,Drama
1097,et the extraterrestrial  ,Fantasy
1097,et the extraterrestrial  ,Sci-Fi
1098,search for oneeye jimmy the  ,Comedy
1099,christmas carol a  ,Drama
1100,days of thunder  ,Action
1100,days of thunder  ,Romance
1101,top gun  ,Action
1101,top gun  ,Romance
1102,american strays  ,Action
1103,rebel without a cause  ,Drama
1104,streetcar named desire a  ,Drama
1105,children of the corn iv the gathering  ,Horror
1106,leopard son the  ,Documentary
1107,loser  ,Comedy
1108,prerokbe ognja  ,Documentary
1109,charms incidents  ,Drama
1110,bird of prey  ,Action
1111,microcosmos microcosmos le peuple de lherbe  ,Documentary
1112,palookaville  ,Action
1112,palookaville  ,Drama
1113,associate the  ,Comedy
1114,funeral the  ,Drama
1115,sleepover  ,Comedy
1115,sleepover  ,Drama
1116,single girl a la fille seule  ,Drama
1117,eighth day the le huitième jour   ,Drama
1118,tashunga  ,Adventure
1118,tashunga  ,Western
1119,drunks  ,Drama
1120,people vs larry flynt the  ,Drama
1121,glory daze  ,Drama
1122,plutonium circus  ,Documentary
1123,perfect candidate a  ,Documentary
1124,on golden pond  ,Drama
1125,return of the pink panther the  ,Comedy
1126,drop dead fred  ,Comedy
1126,drop dead fred  ,Fantasy
1127,abyss the  ,Action
1127,abyss the  ,Adventure
1127,abyss the  ,Sci-Fi
1127,abyss the  ,Thriller
1128,fog the  ,Horror
1129,escape from new york  ,Action
1129,escape from new york  ,Adventure
1129,escape from new york  ,Sci-Fi
1129,escape from new york  ,Thriller
1130,howling the  ,Horror
1131,jean de florette  ,Drama
1132,manon of the spring manon des sources  ,Drama
1133,talking about sex  ,Comedy
1133,talking about sex  ,Drama
1134,johnny  pesos  ,Action
1134,johnny  pesos  ,Drama
1135,private benjamin  ,Comedy
1136,monty python and the holy grail  ,Comedy
1137,hustler white  ,Romance
1138,dadetown  ,Documentary
1139,everything relative  ,Drama
1140,entertaining angels the dorothy day story  ,Drama
1141,hoogste tijd  ,Drama
1142,get over it  ,Drama
1143,three lives and only one death  ,Comedy
1144,line king al hirschfeld the  ,Documentary
1145,snowriders  ,Documentary
1146,curtiss charm  ,Comedy
1146,curtiss charm  ,Drama
1147,when we were kings  ,Documentary
1148,wrong trousers the  ,Animation
1148,wrong trousers the  ,Comedy
1149,jlgjlg  autoportrait de décembre  ,Documentary
1149,jlgjlg  autoportrait de décembre  ,Drama
1150,return of martin guerre the retour de martin guerre le  ,Drama
1151,faust  ,Animation
1151,faust  ,Comedy
1151,faust  ,Thriller
1152,he walked by night  ,Crime
1152,he walked by night  ,Film-Noir
1152,he walked by night  ,Thriller
1153,raw deal  ,Film-Noir
1154,tmen  ,Film-Noir
1155,invitation the zaproszenie  ,Drama
1156,children are watching us the bambini ci guardano i  ,Drama
1157,symphonie pastorale la  ,Drama
1158,here comes cookie  ,Comedy
1159,love in bloom  ,Romance
1160,six of a kind  ,Comedy
1161,tin drum the blechtrommel die  ,Drama
1162,ruling class the  ,Comedy
1163,mina tannenbaum  ,Drama
1164,two or three things i know about her  ,Drama
1165,bloody child the  ,Drama
1165,bloody child the  ,Thriller
1166,farmer  chase  ,Comedy
1167,dear god  ,Comedy
1168,bad moon  ,Horror
1169,american dream  ,Documentary
1170,best of the best  no turning back  ,Action
1171,bob roberts  ,Comedy
1172,cinema paradiso  ,Comedy
1172,cinema paradiso  ,Drama
1172,cinema paradiso  ,Romance
1173,cook the thief his wife  her lover the  ,Drama
1174,grosse fatigue  ,Comedy
1175,delicatessen  ,Comedy
1175,delicatessen  ,Sci-Fi
1176,double life of veronique the la double vie de véronique  ,Drama
1177,enchanted april  ,Drama
1178,paths of glory  ,Drama
1178,paths of glory  ,War
1179,grifters the  ,Crime
1179,grifters the  ,Drama
1179,grifters the  ,Film-Noir
1180,hear my song  ,Comedy
1181,shooter the  ,Action
1183,english patient the  ,Drama
1183,english patient the  ,Romance
1183,english patient the  ,War
1184,mediterraneo  ,Comedy
1184,mediterraneo  ,War
1185,my left foot  ,Drama
1186,sex lies and videotape  ,Drama
1187,passion fish  ,Drama
1188,strictly ballroom  ,Comedy
1188,strictly ballroom  ,Romance
1189,thin blue line the  ,Documentary
1190,tie me up tie me down  ,Drama
1191,madonna truth or dare  ,Documentary
1192,paris is burning  ,Documentary
1193,one flew over the cuckoos nest  ,Drama
1194,up in smoke  ,Comedy
1196,star wars episode v  the empire strikes back  ,Action
1196,star wars episode v  the empire strikes back  ,Adventure
1196,star wars episode v  the empire strikes back  ,Drama
1196,star wars episode v  the empire strikes back  ,Sci-Fi
1196,star wars episode v  the empire strikes back  ,War
1197,princess bride the  ,Action
1197,princess bride the  ,Adventure
1197,princess bride the  ,Comedy
1197,princess bride the  ,Romance
1198,raiders of the lost ark  ,Action
1198,raiders of the lost ark  ,Adventure
1199,brazil  ,Sci-Fi
1200,aliens  ,Action
1200,aliens  ,Sci-Fi
1200,aliens  ,Thriller
1200,aliens  ,War
1201,good the bad and the ugly the  ,Action
1201,good the bad and the ugly the  ,Western
1202,withnail and i  ,Comedy
1203, angry men  ,Drama
1204,lawrence of arabia  ,Adventure
1204,lawrence of arabia  ,War
1205,transformers the movie the  ,Action
1205,transformers the movie the  ,Animation
1205,transformers the movie the  ,Children's
1205,transformers the movie the  ,Sci-Fi
1205,transformers the movie the  ,Thriller
1205,transformers the movie the  ,War
1206,clockwork orange a  ,Sci-Fi
1207,to kill a mockingbird  ,Drama
1208,apocalypse now  ,Drama
1208,apocalypse now  ,War
1209,once upon a time in the west  ,Western
1210,star wars episode vi  return of the jedi  ,Action
1210,star wars episode vi  return of the jedi  ,Adventure
1210,star wars episode vi  return of the jedi  ,Romance
1210,star wars episode vi  return of the jedi  ,Sci-Fi
1210,star wars episode vi  return of the jedi  ,War
1211,wings of desire der himmel über berlin  ,Comedy
1211,wings of desire der himmel über berlin  ,Drama
1211,wings of desire der himmel über berlin  ,Romance
1212,third man the  ,Mystery
1212,third man the  ,Thriller
1213,goodfellas  ,Crime
1213,goodfellas  ,Drama
1214,alien  ,Action
1214,alien  ,Horror
1214,alien  ,Sci-Fi
1214,alien  ,Thriller
1215,army of darkness  ,Action
1215,army of darkness  ,Adventure
1215,army of darkness  ,Comedy
1215,army of darkness  ,Horror
1215,army of darkness  ,Sci-Fi
1216,big blue the le grand bleu  ,Adventure
1216,big blue the le grand bleu  ,Romance
1217,ran  ,Drama
1217,ran  ,War
1218,killer the die xue shuang xiong  ,Action
1218,killer the die xue shuang xiong  ,Thriller
1219,psycho  ,Horror
1219,psycho  ,Thriller
1220,blues brothers the  ,Action
1220,blues brothers the  ,Comedy
1220,blues brothers the  ,Musical
1221,godfather part ii the  ,Action
1221,godfather part ii the  ,Crime
1221,godfather part ii the  ,Drama
1222,full metal jacket  ,Action
1222,full metal jacket  ,Drama
1222,full metal jacket  ,War
1223,grand day out a  ,Animation
1223,grand day out a  ,Comedy
1224,henry v  ,Drama
1224,henry v  ,War
1225,amadeus  ,Drama
1226,quiet man the  ,Comedy
1226,quiet man the  ,Romance
1227,once upon a time in america  ,Crime
1227,once upon a time in america  ,Drama
1227,once upon a time in america  ,Thriller
1228,raging bull  ,Drama
1230,annie hall  ,Comedy
1230,annie hall  ,Romance
1231,right stuff the  ,Drama
1232,stalker  ,Mystery
1232,stalker  ,Sci-Fi
1233,boat the das boot  ,Action
1233,boat the das boot  ,Drama
1233,boat the das boot  ,War
1234,sting the  ,Comedy
1234,sting the  ,Crime
1235,harold and maude  ,Comedy
1236,trust  ,Comedy
1236,trust  ,Drama
1237,seventh seal the sjunde inseglet det  ,Drama
1238,local hero  ,Comedy
1240,terminator the  ,Action
1240,terminator the  ,Sci-Fi
1240,terminator the  ,Thriller
1241,braindead  ,Comedy
1241,braindead  ,Horror
1242,glory  ,Action
1242,glory  ,Drama
1242,glory  ,War
1243,rosencrantz and guildenstern are dead  ,Comedy
1243,rosencrantz and guildenstern are dead  ,Drama
1244,manhattan  ,Comedy
1244,manhattan  ,Drama
1244,manhattan  ,Romance
1245,millers crossing  ,Drama
1246,dead poets society  ,Drama
1247,graduate the  ,Drama
1247,graduate the  ,Romance
1248,touch of evil  ,Crime
1248,touch of evil  ,Film-Noir
1248,touch of evil  ,Thriller
1249,nikita la femme nikita  ,Thriller
1250,bridge on the river kwai the  ,Drama
1250,bridge on the river kwai the  ,War
1251,   ,Drama
1252,chinatown  ,Film-Noir
1252,chinatown  ,Mystery
1252,chinatown  ,Thriller
1253,day the earth stood still the  ,Drama
1253,day the earth stood still the  ,Sci-Fi
1254,treasure of the sierra madre the  ,Adventure
1255,bad taste  ,Comedy
1255,bad taste  ,Horror
1256,duck soup  ,Comedy
1256,duck soup  ,War
1257,better off dead  ,Comedy
1258,shining the  ,Horror
1259,stand by me  ,Adventure
1259,stand by me  ,Comedy
1259,stand by me  ,Drama
1260,m  ,Crime
1260,m  ,Film-Noir
1260,m  ,Thriller
1261,evil dead ii dead by dawn  ,Action
1261,evil dead ii dead by dawn  ,Adventure
1261,evil dead ii dead by dawn  ,Comedy
1261,evil dead ii dead by dawn  ,Horror
1262,great escape the  ,Adventure
1262,great escape the  ,War
1263,deer hunter the  ,Drama
1263,deer hunter the  ,War
1264,diva  ,Action
1264,diva  ,Drama
1264,diva  ,Mystery
1264,diva  ,Romance
1264,diva  ,Thriller
1265,groundhog day  ,Comedy
1265,groundhog day  ,Romance
1266,unforgiven  ,Western
1267,manchurian candidate the  ,Film-Noir
1267,manchurian candidate the  ,Thriller
1268,pump up the volume  ,Drama
1269,arsenic and old lace  ,Comedy
1269,arsenic and old lace  ,Mystery
1269,arsenic and old lace  ,Thriller
1270,back to the future  ,Comedy
1270,back to the future  ,Sci-Fi
1271,fried green tomatoes  ,Drama
1272,patton  ,Drama
1272,patton  ,War
1273,down by law  ,Comedy
1273,down by law  ,Drama
1274,akira  ,Adventure
1274,akira  ,Animation
1274,akira  ,Sci-Fi
1274,akira  ,Thriller
1275,highlander  ,Action
1275,highlander  ,Adventure
1276,cool hand luke  ,Comedy
1276,cool hand luke  ,Drama
1277,cyrano de bergerac  ,Action
1277,cyrano de bergerac  ,Drama
1277,cyrano de bergerac  ,Romance
1278,young frankenstein  ,Comedy
1278,young frankenstein  ,Horror
1279,night on earth  ,Comedy
1279,night on earth  ,Drama
1280,raise the red lantern  ,Drama
1281,great dictator the  ,Comedy
1282,fantasia  ,Animation
1282,fantasia  ,Children's
1282,fantasia  ,Musical
1283,high noon  ,Western
1284,big sleep the  ,Film-Noir
1284,big sleep the  ,Mystery
1285,heathers  ,Comedy
1286,somewhere in time  ,Drama
1286,somewhere in time  ,Romance
1287,benhur  ,Action
1287,benhur  ,Adventure
1287,benhur  ,Drama
1288,this is spinal tap  ,Comedy
1288,this is spinal tap  ,Drama
1288,this is spinal tap  ,Musical
1289,koyaanisqatsi  ,Documentary
1289,koyaanisqatsi  ,War
1290,some kind of wonderful  ,Drama
1290,some kind of wonderful  ,Romance
1291,indiana jones and the last crusade  ,Action
1291,indiana jones and the last crusade  ,Adventure
1292,being there  ,Comedy
1293,gandhi  ,Drama
1294,mash  ,Comedy
1294,mash  ,War
1295,unbearable lightness of being the  ,Drama
1296,room with a view a  ,Drama
1296,room with a view a  ,Romance
1297,real genius  ,Comedy
1298,pink floyd  the wall  ,Drama
1298,pink floyd  the wall  ,Musical
1298,pink floyd  the wall  ,War
1299,killing fields the  ,Drama
1299,killing fields the  ,War
1300,my life as a dog mitt liv som hund  ,Drama
1301,forbidden planet  ,Sci-Fi
1302,field of dreams  ,Drama
1303,man who would be king the  ,Adventure
1304,butch cassidy and the sundance kid  ,Action
1304,butch cassidy and the sundance kid  ,Comedy
1304,butch cassidy and the sundance kid  ,Western
1305,paris texas  ,Drama
1306,until the end of the world bis ans ende der welt  ,Drama
1306,until the end of the world bis ans ende der welt  ,Sci-Fi
1307,when harry met sally  ,Comedy
1307,when harry met sally  ,Romance
1308,i shot a man in vegas  ,Comedy
1309,parallel sons  ,Drama
1309,parallel sons  ,Romance
1310,hype  ,Documentary
1311,santa with muscles  ,Comedy
1312,female perversions  ,Drama
1313,mad dog time  ,Crime
1314,breathing room  ,Romance
1315,paris was a woman  ,Documentary
1316,anna  ,Drama
1317,im not rappaport  ,Comedy
1318,blue juice  ,Comedy
1318,blue juice  ,Drama
1319,kids of survival  ,Documentary
1320,alien  ,Action
1320,alien  ,Horror
1320,alien  ,Sci-Fi
1320,alien  ,Thriller
1321,american werewolf in london an  ,Horror
1322,amityville  its about time  ,Horror
1323,amityville d  ,Horror
1324,amityville dollhouse  ,Horror
1325,amityville a new generation  ,Horror
1326,amityville ii the possession  ,Horror
1327,amityville horror the  ,Horror
1328,amityville curse the  ,Horror
1329,blood for dracula andy warhols dracula  ,Horror
1330,april fools day  ,Comedy
1330,april fools day  ,Horror
1331,audrey rose  ,Horror
1332,believers the  ,Horror
1332,believers the  ,Thriller
1333,birds the  ,Horror
1334,blob the  ,Horror
1334,blob the  ,Sci-Fi
1335,blood beach  ,Action
1335,blood beach  ,Horror
1336,body parts  ,Horror
1337,body snatcher the  ,Horror
1339,bram stokers dracula  ,Horror
1339,bram stokers dracula  ,Romance
1340,bride of frankenstein  ,Horror
1341,burnt offerings  ,Horror
1342,candyman  ,Horror
1343,cape fear  ,Thriller
1344,cape fear  ,Film-Noir
1344,cape fear  ,Thriller
1345,carrie  ,Horror
1346,cat people  ,Horror
1347,nightmare on elm street a  ,Horror
1348,nosferatu nosferatu eine symphonie des grauens  ,Horror
1349,nosferatu a venezia  ,Horror
1350,omen the  ,Horror
1351,blood  wine  ,Drama
1352,albino alligator  ,Crime
1352,albino alligator  ,Thriller
1353,mirror has two faces the  ,Comedy
1353,mirror has two faces the  ,Romance
1354,breaking the waves  ,Drama
1355,nightwatch  ,Horror
1355,nightwatch  ,Thriller
1356,star trek first contact  ,Action
1356,star trek first contact  ,Adventure
1356,star trek first contact  ,Sci-Fi
1357,shine  ,Drama
1357,shine  ,Romance
1358,sling blade  ,Drama
1358,sling blade  ,Thriller
1359,jingle all the way  ,Adventure
1359,jingle all the way  ,Children's
1359,jingle all the way  ,Comedy
1360,identification of a woman identificazione di una donna  ,Drama
1361,paradise lost the child murders at robin hood hills  ,Documentary
1362,garden of finzicontini the giardino dei finzicontini il  ,Drama
1363,preachers wife the  ,Drama
1364,zero kelvin kjærlighetens kjøtere  ,Action
1365,ridicule  ,Drama
1366,crucible the  ,Drama
1367, dalmatians  ,Children's
1367, dalmatians  ,Comedy
1368,forbidden christ the cristo proibito il  ,Drama
1369,i cant sleep jai pas sommeil  ,Drama
1369,i cant sleep jai pas sommeil  ,Thriller
1370,die hard   ,Action
1370,die hard   ,Thriller
1371,star trek the motion picture  ,Action
1371,star trek the motion picture  ,Adventure
1371,star trek the motion picture  ,Sci-Fi
1372,star trek vi the undiscovered country  ,Action
1372,star trek vi the undiscovered country  ,Adventure
1372,star trek vi the undiscovered country  ,Sci-Fi
1373,star trek v the final frontier  ,Action
1373,star trek v the final frontier  ,Adventure
1373,star trek v the final frontier  ,Sci-Fi
1374,star trek the wrath of khan  ,Action
1374,star trek the wrath of khan  ,Adventure
1374,star trek the wrath of khan  ,Sci-Fi
1375,star trek iii the search for spock  ,Action
1375,star trek iii the search for spock  ,Adventure
1375,star trek iii the search for spock  ,Sci-Fi
1376,star trek iv the voyage home  ,Action
1376,star trek iv the voyage home  ,Adventure
1376,star trek iv the voyage home  ,Sci-Fi
1377,batman returns  ,Action
1377,batman returns  ,Adventure
1377,batman returns  ,Comedy
1377,batman returns  ,Crime
1378,young guns  ,Action
1378,young guns  ,Comedy
1378,young guns  ,Western
1379,young guns ii  ,Action
1379,young guns ii  ,Comedy
1379,young guns ii  ,Western
1380,grease  ,Comedy
1380,grease  ,Musical
1380,grease  ,Romance
1381,grease   ,Comedy
1381,grease   ,Musical
1381,grease   ,Romance
1382,marked for death  ,Action
1382,marked for death  ,Drama
1383,adrenalin fear the rush  ,Action
1383,adrenalin fear the rush  ,Sci-Fi
1384,substance of fire the  ,Drama
1385,under siege  ,Action
1386,terror in a texas town  ,Western
1387,jaws  ,Action
1387,jaws  ,Horror
1388,jaws   ,Action
1388,jaws   ,Horror
1389,jaws d  ,Action
1389,jaws d  ,Horror
1390,my fellow americans  ,Comedy
1391,mars attacks  ,Action
1391,mars attacks  ,Comedy
1391,mars attacks  ,Sci-Fi
1391,mars attacks  ,War
1392,citizen ruth  ,Comedy
1392,citizen ruth  ,Drama
1393,jerry maguire  ,Drama
1393,jerry maguire  ,Romance
1394,raising arizona  ,Comedy
1395,tin men  ,Comedy
1395,tin men  ,Drama
1396,sneakers  ,Crime
1396,sneakers  ,Drama
1396,sneakers  ,Sci-Fi
1397,bastard out of carolina  ,Drama
1398,in love and war  ,Romance
1398,in love and war  ,War
1399,marvins room  ,Drama
1400,somebody is waiting  ,Drama
1401,ghosts of mississippi  ,Drama
1404,night falls on manhattan  ,Crime
1404,night falls on manhattan  ,Drama
1405,beavis and butthead do america  ,Animation
1405,beavis and butthead do america  ,Comedy
1406,cérémonie la  ,Drama
1407,scream  ,Horror
1407,scream  ,Thriller
1408,last of the mohicans the  ,Action
1408,last of the mohicans the  ,Romance
1408,last of the mohicans the  ,War
1409,michael  ,Comedy
1409,michael  ,Romance
1410,evening star the  ,Comedy
1410,evening star the  ,Drama
1411,hamlet  ,Drama
1412,some mothers son  ,Drama
1413,whole wide world the  ,Drama
1414,mother  ,Comedy
1415,thieves voleurs les  ,Crime
1415,thieves voleurs les  ,Drama
1415,thieves voleurs les  ,Romance
1416,evita  ,Drama
1416,evita  ,Musical
1417,portrait of a lady the  ,Drama
1419,walkabout  ,Drama
1420,message to love the isle of wight festival  ,Documentary
1421,grateful dead  ,Documentary
1422,murder at   ,Mystery
1422,murder at   ,Thriller
1423,hearts and minds  ,Drama
1424,inside  ,Action
1425,fierce creatures  ,Comedy
1426,zeus and roxanne  ,Children's
1427,turbulence  ,Thriller
1428,angel baby  ,Drama
1429,jackie chans first strike  ,Action
1430,underworld  ,Thriller
1431,beverly hills ninja  ,Action
1431,beverly hills ninja  ,Comedy
1432,metro  ,Action
1433,machine the  ,Comedy
1433,machine the  ,Horror
1434,stranger the  ,Action
1436,falling in love again  ,Comedy
1437,cement garden the  ,Drama
1438,dantes peak  ,Action
1438,dantes peak  ,Thriller
1439,meet wally sparks  ,Comedy
1440,amos  andrew  ,Comedy
1441,benny  joon  ,Comedy
1441,benny  joon  ,Romance
1442,prefontaine  ,Drama
1443,tickle in the heart a  ,Documentary
1444,guantanamera  ,Comedy
1445,mchales navy  ,Comedy
1445,mchales navy  ,War
1446,kolya  ,Comedy
1447,gridlockd  ,Crime
1448,fire on the mountain  ,Documentary
1449,waiting for guffman  ,Comedy
1450,prisoner of the mountains kavkazsky plennik  ,War
1453,beautician and the beast the  ,Comedy
1453,beautician and the beast the  ,Romance
1454,suburbia  ,Comedy
1455,hotel de love  ,Comedy
1455,hotel de love  ,Romance
1456,pest the  ,Comedy
1457,fools rush in  ,Comedy
1457,fools rush in  ,Romance
1458,touch  ,Romance
1459,absolute power  ,Mystery
1459,absolute power  ,Thriller
